"age","job","marital","education","balance","loan","contact","day","month","poutcome","y"
38,"technician","single","secondary",0,"no","cellular",7,"apr","unknown","no"
34,"technician","married","secondary",209,"yes","cellular",8,"apr","unknown","no"
39,"technician","married","tertiary",1161,"no","cellular",9,"apr","failure","no"
37,"technician","single","tertiary",3315,"no","cellular",9,"apr","unknown","no"
29,"technician","single","tertiary",218,"no","cellular",12,"apr","unknown","no"
35,"technician","married","secondary",327,"no","cellular",13,"apr","unknown","no"
34,"technician","single","tertiary",925,"no","cellular",13,"apr","unknown","yes"
32,"technician","single","tertiary",1012,"no","cellular",14,"apr","unknown","no"
59,"technician","married","secondary",1,"no","cellular",15,"apr","failure","yes"
43,"technician","married","secondary",-932,"no","cellular",16,"apr","unknown","no"
32,"technician","single","secondary",309,"yes","cellular",16,"apr","failure","no"
29,"technician","single","tertiary",828,"no","cellular",16,"apr","other","no"
26,"technician","single","tertiary",1216,"no","cellular",16,"apr","unknown","no"
45,"technician","divorced","secondary",976,"no","cellular",17,"apr","failure","no"
40,"technician","married","secondary",1270,"no","cellular",17,"apr","unknown","no"
38,"technician","single","tertiary",2273,"no","cellular",17,"apr","unknown","no"
34,"technician","married","secondary",1641,"no","cellular",17,"apr","unknown","no"
33,"technician","married","secondary",9305,"no","cellular",17,"apr","unknown","no"
32,"technician","single","tertiary",1059,"no","cellular",17,"apr","unknown","no"
31,"technician","single","secondary",1970,"no","telephone",17,"apr","unknown","no"
31,"technician","single","secondary",102,"no","telephone",17,"apr","failure","no"
49,"technician","married","secondary",-147,"no","cellular",20,"apr","unknown","no"
40,"technician","single","tertiary",825,"no","cellular",20,"apr","other","no"
34,"technician","married","secondary",-228,"no","cellular",20,"apr","other","no"
33,"technician","married","secondary",4790,"no","cellular",20,"apr","failure","no"
33,"technician","married","secondary",359,"no","cellular",20,"apr","other","no"
32,"technician","single","tertiary",705,"no","cellular",20,"apr","unknown","no"
32,"technician","married","secondary",286,"no","cellular",20,"apr","failure","no"
30,"technician","single","tertiary",411,"no","cellular",21,"apr","unknown","no"
32,"technician","single","tertiary",5514,"no","cellular",22,"apr","success","yes"
59,"technician","married","secondary",2308,"no","cellular",30,"apr","other","yes"
47,"technician","married","secondary",1167,"no","cellular",30,"apr","failure","yes"
36,"technician","single","tertiary",197,"no","cellular",30,"apr","unknown","yes"
30,"technician","single","tertiary",1185,"no","cellular",30,"apr","failure","no"
28,"technician","single","secondary",227,"no","cellular",30,"apr","unknown","yes"
23,"technician","single","secondary",598,"no","cellular",30,"apr","unknown","no"
43,"technician","divorced","secondary",167,"no","cellular",4,"aug","unknown","no"
37,"technician","single","secondary",0,"no","cellular",4,"aug","unknown","no"
31,"technician","single","secondary",2305,"no","cellular",4,"aug","unknown","no"
58,"technician","divorced","secondary",-123,"no","cellular",5,"aug","unknown","no"
51,"technician","married","secondary",-379,"no","cellular",5,"aug","unknown","no"
49,"technician","married","tertiary",3726,"no","cellular",5,"aug","unknown","yes"
44,"technician","married","secondary",10888,"no","cellular",5,"aug","unknown","no"
43,"technician","married","tertiary",192,"no","cellular",5,"aug","unknown","no"
42,"technician","divorced","secondary",1533,"yes","cellular",5,"aug","unknown","no"
50,"technician","married","secondary",1412,"no","cellular",6,"aug","unknown","no"
48,"technician","married","secondary",7020,"no","cellular",6,"aug","unknown","no"
48,"technician","married","secondary",1526,"no","cellular",6,"aug","unknown","no"
47,"technician","married","secondary",3973,"no","cellular",6,"aug","unknown","no"
41,"technician","married","secondary",55,"no","cellular",6,"aug","unknown","no"
35,"technician","married","tertiary",118,"no","cellular",6,"aug","unknown","no"
52,"technician","divorced","secondary",204,"no","cellular",7,"aug","unknown","no"
48,"technician","married","secondary",127,"yes","cellular",7,"aug","unknown","no"
46,"technician","married","secondary",2098,"no","cellular",7,"aug","unknown","no"
46,"technician","divorced","secondary",-824,"no","cellular",7,"aug","unknown","yes"
38,"technician","married","secondary",740,"no","cellular",7,"aug","unknown","no"
34,"technician","single","secondary",60,"no","cellular",7,"aug","unknown","no"
34,"technician","divorced","tertiary",674,"no","cellular",7,"aug","unknown","yes"
33,"technician","single","secondary",5235,"no","cellular",7,"aug","unknown","no"
32,"technician","single","tertiary",0,"no","cellular",7,"aug","unknown","no"
31,"technician","single","secondary",40,"no","cellular",7,"aug","unknown","no"
30,"technician","married","secondary",371,"no","cellular",7,"aug","unknown","no"
60,"technician","single","tertiary",2934,"no","cellular",8,"aug","unknown","no"
54,"technician","married","tertiary",98,"no","cellular",8,"aug","unknown","no"
53,"technician","married","tertiary",3177,"no","cellular",8,"aug","unknown","no"
44,"technician","single","secondary",7138,"no","cellular",8,"aug","unknown","yes"
44,"technician","married","tertiary",1707,"no","cellular",8,"aug","unknown","no"
39,"technician","single","tertiary",1190,"no","cellular",8,"aug","unknown","no"
34,"technician","single","secondary",1076,"no","cellular",8,"aug","unknown","no"
33,"technician","married","secondary",-163,"yes","cellular",8,"aug","unknown","no"
32,"technician","married","tertiary",3939,"no","cellular",8,"aug","unknown","no"
32,"technician","married","secondary",3333,"no","cellular",8,"aug","unknown","no"
32,"technician","married","secondary",167,"yes","cellular",8,"aug","unknown","no"
52,"technician","married","tertiary",0,"no","cellular",9,"aug","success","no"
46,"technician","married","tertiary",405,"no","cellular",11,"aug","unknown","no"
45,"technician","married","secondary",1410,"no","cellular",11,"aug","unknown","no"
43,"technician","married","secondary",7876,"no","cellular",11,"aug","unknown","no"
42,"technician","married","secondary",994,"no","cellular",11,"aug","failure","yes"
39,"technician","married","tertiary",-276,"yes","cellular",11,"aug","unknown","no"
39,"technician","married","secondary",3663,"no","cellular",11,"aug","unknown","no"
38,"technician","divorced","secondary",410,"no","cellular",11,"aug","unknown","no"
36,"technician","divorced","secondary",487,"yes","cellular",11,"aug","unknown","no"
35,"technician","single","secondary",2,"no","cellular",11,"aug","unknown","no"
35,"technician","married","tertiary",7050,"no","cellular",11,"aug","success","yes"
34,"technician","married","secondary",50,"no","cellular",11,"aug","unknown","no"
33,"technician","married","secondary",3470,"no","cellular",11,"aug","unknown","no"
32,"technician","single","tertiary",1100,"yes","cellular",11,"aug","unknown","no"
32,"technician","single","tertiary",741,"no","cellular",11,"aug","unknown","no"
31,"technician","single","tertiary",614,"no","cellular",11,"aug","unknown","no"
31,"technician","single","secondary",433,"no","cellular",11,"aug","unknown","no"
30,"technician","single","tertiary",699,"no","cellular",11,"aug","unknown","no"
58,"technician","married","secondary",175,"no","cellular",12,"aug","unknown","no"
47,"technician","married","tertiary",2408,"no","cellular",12,"aug","success","no"
44,"technician","single","secondary",244,"no","cellular",12,"aug","unknown","yes"
44,"technician","divorced","secondary",0,"no","cellular",12,"aug","unknown","no"
37,"technician","single","secondary",3665,"no","cellular",12,"aug","unknown","yes"
36,"technician","single","secondary",12,"no","cellular",12,"aug","unknown","yes"
35,"technician","married","secondary",1067,"yes","cellular",12,"aug","unknown","no"
34,"technician","married","secondary",-136,"yes","cellular",12,"aug","unknown","no"
31,"technician","single","tertiary",438,"no","cellular",12,"aug","unknown","no"
54,"technician","married","secondary",2225,"yes","cellular",13,"aug","unknown","no"
53,"technician","married","secondary",9146,"no","cellular",13,"aug","unknown","no"
53,"technician","married","secondary",230,"yes","cellular",13,"aug","unknown","no"
53,"technician","married","secondary",100,"no","cellular",13,"aug","unknown","no"
49,"technician","married","tertiary",1235,"no","cellular",13,"aug","unknown","yes"
49,"technician","married","secondary",12531,"no","cellular",13,"aug","unknown","no"
47,"technician","married","secondary",599,"no","cellular",13,"aug","unknown","no"
37,"technician","single","secondary",-242,"no","cellular",13,"aug","unknown","yes"
36,"technician","single","secondary",9149,"no","cellular",13,"aug","unknown","no"
36,"technician","married","tertiary",1109,"no","cellular",13,"aug","unknown","no"
34,"technician","single","secondary",16,"no","cellular",13,"aug","unknown","yes"
34,"technician","married","secondary",-346,"no","cellular",13,"aug","unknown","no"
32,"technician","single","secondary",493,"no","cellular",13,"aug","unknown","no"
32,"technician","married","secondary",5122,"no","cellular",13,"aug","unknown","no"
31,"technician","single","secondary",391,"no","cellular",13,"aug","unknown","no"
54,"technician","married","secondary",0,"no","telephone",14,"aug","success","no"
47,"technician","married","secondary",-9,"no","cellular",14,"aug","unknown","no"
40,"technician","single","secondary",591,"yes","cellular",14,"aug","unknown","no"
39,"technician","single","secondary",102,"no","cellular",14,"aug","unknown","no"
36,"technician","married","secondary",2394,"no","cellular",14,"aug","unknown","no"
58,"technician","married","tertiary",883,"no","cellular",18,"aug","failure","no"
51,"technician","divorced","secondary",2323,"yes","cellular",18,"aug","unknown","no"
48,"technician","married","tertiary",9207,"no","cellular",18,"aug","unknown","no"
47,"technician","married","secondary",1219,"no","cellular",18,"aug","unknown","yes"
47,"technician","divorced","secondary",2914,"no","cellular",18,"aug","unknown","no"
40,"technician","married","secondary",169,"no","cellular",18,"aug","unknown","no"
39,"technician","single","tertiary",1043,"no","cellular",18,"aug","unknown","no"
34,"technician","divorced","secondary",0,"yes","cellular",18,"aug","unknown","no"
32,"technician","single","secondary",0,"no","cellular",18,"aug","unknown","yes"
24,"technician","married","secondary",556,"no","cellular",18,"aug","unknown","yes"
57,"technician","married","secondary",295,"no","cellular",19,"aug","unknown","no"
51,"technician","married","primary",260,"no","cellular",19,"aug","unknown","no"
46,"technician","married","secondary",966,"yes","cellular",19,"aug","unknown","no"
42,"technician","divorced","secondary",248,"no","cellular",19,"aug","unknown","no"
40,"technician","married","tertiary",0,"no","cellular",19,"aug","unknown","no"
37,"technician","single","tertiary",1661,"no","cellular",19,"aug","unknown","no"
36,"technician","married","tertiary",60,"no","cellular",19,"aug","unknown","no"
35,"technician","single","tertiary",2658,"no","cellular",19,"aug","failure","yes"
35,"technician","married","secondary",141,"no","cellular",19,"aug","unknown","no"
34,"technician","single","secondary",179,"no","cellular",19,"aug","unknown","no"
33,"technician","single","tertiary",123,"no","cellular",19,"aug","unknown","no"
33,"technician","divorced","tertiary",39,"no","cellular",19,"aug","unknown","no"
32,"technician","single","secondary",29,"no","cellular",19,"aug","unknown","no"
32,"technician","married","secondary",266,"no","cellular",19,"aug","unknown","no"
31,"technician","married","secondary",0,"yes","cellular",19,"aug","unknown","no"
42,"technician","married","secondary",439,"no","cellular",20,"aug","unknown","no"
41,"technician","divorced","secondary",52,"no","cellular",20,"aug","unknown","no"
38,"technician","single","tertiary",221,"no","cellular",20,"aug","unknown","no"
37,"technician","single","secondary",228,"no","cellular",20,"aug","unknown","no"
37,"technician","divorced","secondary",23,"no","cellular",20,"aug","unknown","no"
34,"technician","married","tertiary",197,"no","cellular",20,"aug","unknown","yes"
34,"technician","married","secondary",1553,"no","cellular",20,"aug","unknown","no"
32,"technician","married","secondary",687,"no","cellular",20,"aug","unknown","no"
30,"technician","single","secondary",790,"no","cellular",20,"aug","unknown","no"
42,"technician","single","secondary",0,"no","cellular",21,"aug","unknown","no"
38,"technician","married","secondary",1960,"no","cellular",21,"aug","unknown","no"
34,"technician","single","secondary",0,"no","cellular",21,"aug","unknown","no"
34,"technician","married","tertiary",5060,"no","cellular",21,"aug","unknown","no"
33,"technician","single","tertiary",316,"no","cellular",21,"aug","unknown","no"
33,"technician","divorced","secondary",9,"no","cellular",21,"aug","unknown","no"
33,"technician","divorced","secondary",0,"no","cellular",21,"aug","unknown","no"
32,"technician","single","secondary",0,"no","cellular",21,"aug","unknown","no"
31,"technician","single","tertiary",424,"no","cellular",21,"aug","unknown","no"
30,"technician","single","tertiary",6619,"no","cellular",21,"aug","unknown","no"
30,"technician","single","tertiary",-970,"yes","cellular",21,"aug","unknown","no"
53,"technician","married","secondary",0,"no","cellular",22,"aug","unknown","no"
36,"technician","married","tertiary",0,"no","cellular",22,"aug","unknown","no"
35,"technician","single","secondary",126,"no","cellular",22,"aug","unknown","no"
35,"technician","married","secondary",13,"no","cellular",22,"aug","unknown","no"
35,"technician","divorced","secondary",308,"no","cellular",22,"aug","unknown","no"
34,"technician","single","tertiary",632,"no","cellular",22,"aug","unknown","no"
31,"technician","single","secondary",373,"no","cellular",22,"aug","unknown","no"
31,"technician","single","secondary",125,"no","cellular",22,"aug","unknown","no"
51,"technician","married","secondary",117,"no","cellular",24,"aug","other","yes"
39,"technician","married","secondary",116,"no","cellular",24,"aug","success","no"
55,"technician","divorced","secondary",61,"yes","cellular",25,"aug","unknown","no"
53,"technician","married","secondary",65,"no","cellular",25,"aug","unknown","no"
51,"technician","married","tertiary",-3,"no","cellular",25,"aug","unknown","no"
47,"technician","married","secondary",1990,"yes","cellular",25,"aug","unknown","no"
43,"technician","married","secondary",275,"no","cellular",25,"aug","unknown","no"
43,"technician","married","secondary",136,"no","cellular",25,"aug","unknown","yes"
39,"technician","single","tertiary",-41,"yes","cellular",25,"aug","unknown","no"
35,"technician","divorced","secondary",0,"no","cellular",25,"aug","unknown","no"
34,"technician","married","secondary",47,"no","cellular",25,"aug","unknown","no"
33,"technician","single","tertiary",137,"no","cellular",25,"aug","unknown","no"
33,"technician","single","secondary",291,"no","cellular",25,"aug","unknown","no"
32,"technician","married","secondary",4,"yes","cellular",25,"aug","unknown","no"
31,"technician","single","tertiary",23,"no","cellular",25,"aug","unknown","no"
30,"technician","single","secondary",175,"no","cellular",25,"aug","unknown","no"
60,"technician","single","primary",11262,"no","cellular",26,"aug","unknown","yes"
56,"technician","married","tertiary",272,"no","cellular",26,"aug","unknown","no"
53,"technician","married","secondary",206,"no","cellular",26,"aug","unknown","no"
48,"technician","married","tertiary",0,"no","telephone",26,"aug","unknown","no"
42,"technician","single","secondary",275,"no","cellular",26,"aug","unknown","no"
36,"technician","single","tertiary",40,"no","cellular",26,"aug","unknown","no"
35,"technician","married","tertiary",188,"no","cellular",26,"aug","unknown","no"
32,"technician","single","secondary",0,"no","cellular",26,"aug","unknown","no"
32,"technician","married","secondary",485,"no","cellular",26,"aug","unknown","no"
56,"technician","married","secondary",4073,"no","cellular",27,"aug","unknown","no"
48,"technician","divorced","secondary",20,"no","cellular",27,"aug","unknown","no"
37,"technician","married","secondary",430,"no","cellular",27,"aug","unknown","no"
35,"technician","married","secondary",0,"no","cellular",27,"aug","unknown","no"
32,"technician","single","tertiary",930,"no","cellular",27,"aug","unknown","no"
31,"technician","married","secondary",171,"no","cellular",27,"aug","unknown","no"
30,"technician","married","tertiary",569,"no","cellular",27,"aug","unknown","yes"
52,"technician","married","secondary",118,"no","cellular",28,"aug","unknown","no"
51,"technician","divorced","tertiary",0,"no","cellular",28,"aug","unknown","no"
47,"technician","married","secondary",65,"no","cellular",28,"aug","unknown","no"
45,"technician","married","tertiary",265,"no","cellular",28,"aug","unknown","no"
38,"technician","single","tertiary",0,"no","cellular",28,"aug","unknown","no"
38,"technician","married","secondary",0,"no","cellular",28,"aug","unknown","no"
36,"technician","married","tertiary",837,"no","cellular",28,"aug","unknown","no"
52,"technician","married","tertiary",214,"no","cellular",29,"aug","unknown","no"
52,"technician","married","secondary",64,"no","telephone",29,"aug","unknown","no"
45,"technician","single","tertiary",2087,"no","cellular",29,"aug","unknown","no"
45,"technician","married","secondary",88,"no","cellular",29,"aug","unknown","no"
43,"technician","single","tertiary",0,"no","cellular",29,"aug","unknown","no"
42,"technician","married","secondary",0,"no","cellular",29,"aug","unknown","no"
41,"technician","married","secondary",0,"no","cellular",29,"aug","unknown","no"
38,"technician","single","secondary",173,"no","cellular",29,"aug","unknown","no"
38,"technician","single","secondary",50,"no","cellular",29,"aug","unknown","no"
36,"technician","single","secondary",0,"no","cellular",29,"aug","unknown","no"
35,"technician","divorced","secondary",56,"no","cellular",29,"aug","unknown","no"
34,"technician","single","secondary",943,"no","cellular",29,"aug","unknown","no"
34,"technician","married","secondary",0,"no","cellular",29,"aug","unknown","no"
33,"technician","single","tertiary",125,"no","telephone",29,"aug","unknown","no"
33,"technician","married","secondary",58,"no","telephone",29,"aug","unknown","no"
31,"technician","married","secondary",251,"yes","cellular",29,"aug","unknown","no"
36,"technician","married","secondary",191,"no","cellular",31,"aug","unknown","no"
35,"technician","married","secondary",13658,"no","telephone",9,"dec","unknown","no"
35,"technician","single","tertiary",7546,"no","cellular",28,"dec","failure","no"
36,"technician","married","tertiary",629,"yes","cellular",29,"dec","failure","no"
32,"technician","married","unknown",14533,"no","cellular",31,"dec","success","no"
57,"technician","married","secondary",589,"no","cellular",2,"feb","failure","no"
55,"technician","married","secondary",-308,"no","cellular",2,"feb","unknown","yes"
39,"technician","single","tertiary",5803,"no","cellular",2,"feb","unknown","no"
39,"technician","married","tertiary",794,"no","telephone",2,"feb","unknown","no"
31,"technician","single","secondary",25,"no","cellular",2,"feb","unknown","no"
31,"technician","single","secondary",775,"no","cellular",2,"feb","unknown","no"
30,"technician","single","secondary",57,"no","cellular",2,"feb","unknown","no"
29,"technician","single","tertiary",2325,"no","cellular",2,"feb","unknown","yes"
28,"technician","single","tertiary",172,"yes","cellular",2,"feb","unknown","no"
50,"technician","married","tertiary",199,"yes","cellular",3,"feb","failure","no"
48,"technician","married","secondary",197,"yes","cellular",3,"feb","other","no"
42,"technician","married","secondary",440,"no","cellular",3,"feb","unknown","no"
31,"technician","single","tertiary",1214,"no","cellular",3,"feb","unknown","no"
47,"technician","married","secondary",-75,"no","cellular",4,"feb","other","no"
43,"technician","married","secondary",0,"yes","cellular",4,"feb","failure","no"
41,"technician","single","tertiary",1646,"no","cellular",4,"feb","success","yes"
40,"technician","married","secondary",694,"no","cellular",4,"feb","failure","no"
38,"technician","married","tertiary",1042,"no","cellular",4,"feb","unknown","no"
36,"technician","single","secondary",1855,"no","cellular",4,"feb","failure","no"
33,"technician","single","secondary",647,"yes","cellular",4,"feb","other","no"
33,"technician","married","secondary",575,"yes","cellular",4,"feb","unknown","no"
32,"technician","married","secondary",4,"no","cellular",4,"feb","failure","no"
32,"technician","divorced","secondary",202,"no","cellular",4,"feb","failure","no"
31,"technician","single","tertiary",454,"no","cellular",4,"feb","unknown","no"
31,"technician","married","secondary",119,"no","cellular",4,"feb","unknown","no"
41,"technician","single","secondary",618,"no","cellular",5,"feb","unknown","no"
39,"technician","married","secondary",994,"no","cellular",5,"feb","failure","no"
33,"technician","single","tertiary",696,"yes","cellular",5,"feb","failure","no"
44,"technician","married","secondary",310,"no","cellular",6,"feb","failure","no"
42,"technician","married","secondary",1048,"no","telephone",6,"feb","unknown","no"
40,"technician","married","secondary",990,"no","cellular",6,"feb","unknown","no"
34,"technician","single","secondary",347,"no","cellular",6,"feb","failure","no"
33,"technician","single","secondary",2085,"no","cellular",9,"feb","unknown","yes"
55,"technician","divorced","secondary",3450,"no","cellular",10,"feb","failure","yes"
39,"technician","divorced","secondary",902,"no","cellular",10,"feb","failure","yes"
41,"technician","married","secondary",1066,"no","cellular",11,"feb","unknown","yes"
29,"technician","single","secondary",113,"no","cellular",12,"feb","success","yes"
37,"technician","single","secondary",2442,"no","cellular",16,"feb","unknown","yes"
52,"technician","married","secondary",195,"no","cellular",18,"feb","failure","yes"
30,"technician","single","tertiary",985,"no","cellular",19,"feb","unknown","no"
52,"technician","married","secondary",196,"yes","cellular",24,"feb","failure","no"
33,"technician","married","tertiary",8023,"no","cellular",25,"feb","failure","no"
59,"technician","married","primary",4198,"no","cellular",14,"jan","success","yes"
40,"technician","single","tertiary",226,"no","cellular",15,"jan","unknown","no"
44,"technician","married","secondary",2776,"no","cellular",27,"jan","unknown","yes"
36,"technician","married","tertiary",6,"no","cellular",27,"jan","failure","no"
52,"technician","married","tertiary",2557,"no","cellular",28,"jan","success","yes"
48,"technician","married","secondary",340,"no","cellular",28,"jan","unknown","no"
39,"technician","married","tertiary",14,"no","cellular",28,"jan","unknown","no"
36,"technician","married","tertiary",167,"no","cellular",28,"jan","unknown","no"
35,"technician","married","secondary",2,"no","telephone",28,"jan","unknown","no"
31,"technician","married","secondary",0,"yes","cellular",28,"jan","other","no"
28,"technician","single","tertiary",102,"no","cellular",28,"jan","unknown","no"
55,"technician","married","unknown",574,"no","cellular",29,"jan","unknown","no"
55,"technician","married","secondary",955,"no","cellular",29,"jan","unknown","no"
55,"technician","married","secondary",273,"no","cellular",29,"jan","failure","no"
44,"technician","single","tertiary",900,"no","cellular",29,"jan","unknown","no"
40,"technician","married","secondary",56,"yes","cellular",29,"jan","failure","no"
35,"technician","single","secondary",175,"no","cellular",29,"jan","failure","no"
35,"technician","married","secondary",-259,"no","cellular",29,"jan","failure","no"
34,"technician","single","secondary",341,"yes","cellular",29,"jan","failure","no"
32,"technician","single","tertiary",569,"yes","cellular",29,"jan","unknown","no"
28,"technician","married","secondary",232,"yes","cellular",29,"jan","failure","no"
26,"technician","single","secondary",455,"no","cellular",29,"jan","other","no"
54,"technician","divorced","secondary",1114,"no","cellular",30,"jan","unknown","no"
39,"technician","married","secondary",-735,"no","cellular",30,"jan","failure","no"
35,"technician","married","secondary",251,"yes","unknown",1,"jul","unknown","no"
27,"technician","single","secondary",158,"no","unknown",1,"jul","unknown","yes"
35,"technician","single","secondary",-51,"no","unknown",2,"jul","unknown","no"
44,"technician","married","tertiary",1146,"no","cellular",4,"jul","unknown","no"
32,"technician","single","secondary",-28,"yes","unknown",4,"jul","unknown","no"
50,"technician","married","secondary",0,"no","cellular",7,"jul","unknown","no"
42,"technician","married","secondary",473,"no","cellular",7,"jul","unknown","no"
41,"technician","single","secondary",879,"yes","cellular",7,"jul","unknown","no"
30,"technician","married","tertiary",101,"yes","cellular",7,"jul","unknown","no"
52,"technician","married","secondary",3554,"yes","cellular",8,"jul","unknown","no"
45,"technician","married","secondary",1477,"no","cellular",8,"jul","unknown","no"
39,"technician","married","secondary",130,"no","cellular",8,"jul","unknown","no"
29,"technician","married","secondary",1599,"no","cellular",8,"jul","failure","no"
53,"technician","divorced","secondary",320,"no","cellular",9,"jul","unknown","no"
42,"technician","married","secondary",2030,"yes","cellular",9,"jul","unknown","no"
41,"technician","married","tertiary",532,"no","cellular",9,"jul","unknown","no"
41,"technician","married","secondary",351,"no","cellular",9,"jul","unknown","no"
34,"technician","married","secondary",550,"yes","cellular",9,"jul","unknown","no"
27,"technician","single","secondary",282,"yes","cellular",9,"jul","unknown","no"
25,"technician","single","secondary",959,"no","cellular",9,"jul","unknown","no"
54,"technician","married","secondary",89,"no","cellular",10,"jul","unknown","no"
54,"technician","married","secondary",-315,"yes","cellular",10,"jul","unknown","yes"
48,"technician","married","secondary",454,"no","cellular",10,"jul","unknown","no"
47,"technician","married","secondary",2246,"no","cellular",10,"jul","unknown","no"
46,"technician","single","secondary",834,"no","cellular",11,"jul","unknown","no"
41,"technician","married","tertiary",177,"no","telephone",11,"jul","unknown","no"
36,"technician","married","unknown",756,"no","cellular",11,"jul","unknown","no"
58,"technician","single","secondary",409,"yes","cellular",14,"jul","unknown","no"
52,"technician","divorced","secondary",280,"no","cellular",14,"jul","unknown","no"
45,"technician","married","secondary",-149,"no","cellular",14,"jul","unknown","no"
43,"technician","married","secondary",764,"no","cellular",14,"jul","unknown","no"
35,"technician","married","secondary",0,"no","cellular",14,"jul","unknown","no"
53,"technician","divorced","secondary",0,"yes","cellular",15,"jul","unknown","no"
34,"technician","married","secondary",0,"no","cellular",15,"jul","unknown","no"
33,"technician","married","tertiary",-988,"yes","cellular",15,"jul","unknown","no"
31,"technician","single","secondary",2544,"no","cellular",15,"jul","success","yes"
31,"technician","married","secondary",0,"yes","cellular",15,"jul","unknown","no"
27,"technician","single","unknown",59,"no","cellular",15,"jul","unknown","no"
40,"technician","single","secondary",641,"no","cellular",16,"jul","unknown","no"
37,"technician","married","secondary",2707,"no","telephone",16,"jul","unknown","no"
31,"technician","single","secondary",35,"yes","cellular",16,"jul","unknown","no"
30,"technician","married","secondary",-393,"yes","cellular",16,"jul","unknown","yes"
31,"technician","single","unknown",187,"no","cellular",17,"jul","unknown","no"
29,"technician","single","tertiary",406,"no","cellular",17,"jul","unknown","no"
51,"technician","married","secondary",1490,"no","cellular",18,"jul","unknown","no"
34,"technician","married","secondary",351,"no","cellular",18,"jul","unknown","no"
31,"technician","divorced","secondary",202,"no","cellular",18,"jul","unknown","no"
48,"technician","married","secondary",1152,"no","cellular",21,"jul","unknown","no"
44,"technician","divorced","secondary",316,"no","cellular",21,"jul","unknown","no"
39,"technician","married","secondary",1048,"yes","cellular",21,"jul","unknown","no"
37,"technician","divorced","secondary",79,"no","cellular",21,"jul","unknown","no"
33,"technician","married","tertiary",75,"no","cellular",21,"jul","unknown","no"
32,"technician","married","tertiary",-1053,"no","cellular",21,"jul","unknown","no"
29,"technician","married","secondary",444,"no","cellular",21,"jul","unknown","no"
25,"technician","single","secondary",2157,"no","cellular",21,"jul","unknown","no"
48,"technician","divorced","tertiary",113,"yes","cellular",22,"jul","unknown","no"
38,"technician","married","tertiary",45,"no","cellular",22,"jul","unknown","no"
34,"technician","single","tertiary",228,"no","cellular",22,"jul","unknown","no"
34,"technician","single","secondary",201,"no","cellular",22,"jul","unknown","no"
32,"technician","single","tertiary",259,"no","cellular",22,"jul","unknown","no"
26,"technician","single","secondary",7,"no","cellular",22,"jul","unknown","no"
56,"technician","married","secondary",205,"yes","cellular",23,"jul","unknown","no"
52,"technician","married","secondary",192,"no","cellular",23,"jul","unknown","no"
50,"technician","married","secondary",1130,"no","cellular",23,"jul","unknown","no"
41,"technician","married","secondary",0,"yes","cellular",23,"jul","unknown","no"
39,"technician","married","tertiary",209,"no","unknown",23,"jul","unknown","no"
36,"technician","divorced","tertiary",119,"no","cellular",23,"jul","unknown","no"
31,"technician","single","secondary",1014,"no","cellular",23,"jul","unknown","no"
50,"technician","divorced","secondary",-701,"yes","cellular",24,"jul","unknown","no"
45,"technician","married","secondary",1415,"no","cellular",24,"jul","unknown","no"
40,"technician","single","tertiary",445,"no","cellular",24,"jul","unknown","no"
29,"technician","single","tertiary",2485,"no","telephone",24,"jul","unknown","no"
51,"technician","married","secondary",18,"yes","cellular",25,"jul","unknown","no"
35,"technician","single","tertiary",470,"no","cellular",25,"jul","unknown","yes"
34,"technician","single","secondary",318,"yes","cellular",25,"jul","unknown","no"
27,"technician","single","secondary",15,"no","cellular",25,"jul","unknown","no"
40,"technician","married","secondary",0,"yes","cellular",26,"jul","failure","no"
56,"technician","married","secondary",4063,"yes","telephone",28,"jul","unknown","no"
45,"technician","single","secondary",586,"yes","cellular",28,"jul","unknown","no"
44,"technician","divorced","secondary",0,"no","cellular",28,"jul","unknown","no"
43,"technician","divorced","secondary",1413,"no","telephone",28,"jul","unknown","no"
33,"technician","married","secondary",181,"yes","telephone",28,"jul","unknown","no"
29,"technician","married","secondary",0,"no","cellular",28,"jul","unknown","no"
45,"technician","married","secondary",49,"no","cellular",29,"jul","unknown","no"
42,"technician","divorced","tertiary",7190,"no","cellular",29,"jul","unknown","no"
38,"technician","single","secondary",4366,"no","cellular",29,"jul","unknown","no"
34,"technician","single","secondary",475,"no","cellular",29,"jul","unknown","no"
32,"technician","married","secondary",84,"yes","cellular",29,"jul","unknown","no"
49,"technician","married","secondary",1091,"no","telephone",30,"jul","unknown","no"
43,"technician","single","secondary",34,"no","telephone",30,"jul","unknown","no"
27,"technician","single","secondary",842,"no","cellular",30,"jul","other","no"
27,"technician","single","secondary",489,"no","cellular",30,"jul","unknown","yes"
50,"technician","married","tertiary",3337,"yes","telephone",31,"jul","unknown","no"
48,"technician","married","secondary",10655,"no","telephone",31,"jul","unknown","no"
46,"technician","married","secondary",499,"no","cellular",31,"jul","unknown","no"
37,"technician","married","secondary",1063,"no","cellular",31,"jul","unknown","no"
38,"technician","single","tertiary",25,"no","cellular",1,"jun","unknown","yes"
38,"technician","single","tertiary",0,"no","cellular",1,"jun","unknown","no"
37,"technician","married","tertiary",6968,"no","cellular",1,"jun","unknown","no"
55,"technician","single","secondary",3339,"no","unknown",2,"jun","unknown","no"
50,"technician","married","secondary",669,"no","unknown",2,"jun","unknown","no"
